Sig	DEL_C_1_0	DEL_C_1_1	DEL_C_1_2	DEL_C_1_3	DEL_C_1_4	DEL_C_1_5+	DEL_MH_2_1	DEL_MH_3_1	DEL_MH_3_2	DEL_MH_4_1	DEL_MH_4_2	DEL_MH_4_3	DEL_MH_5+_1	DEL_MH_5+_2	DEL_MH_5+_3	DEL_MH_5+_4	DEL_MH_5+_5+	DEL_T_1_0	DEL_T_1_1	DEL_T_1_2	DEL_T_1_3	DEL_T_1_4	DEL_T_1_5+	DEL_repeats_2_0	DEL_repeats_2_1	DEL_repeats_2_2	DEL_repeats_2_3	DEL_repeats_2_4	DEL_repeats_2_5+	DEL_repeats_3_0	DEL_repeats_3_1	DEL_repeats_3_2	DEL_repeats_3_3	DEL_repeats_3_4	DEL_repeats_3_5+	DEL_repeats_4_0	DEL_repeats_4_1	DEL_repeats_4_2	DEL_repeats_4_3	DEL_repeats_4_4	DEL_repeats_4_5+	DEL_repeats_5+_0	DEL_repeats_5+_1	DEL_repeats_5+_2	DEL_repeats_5+_3	DEL_repeats_5+_4	DEL_repeats_5+_5+	INS_C_1_0	INS_C_1_1	INS_C_1_2	INS_C_1_3	INS_C_1_4	INS_C_1_5+	INS_T_1_0	INS_T_1_1	INS_T_1_2	INS_T_1_3	INS_T_1_4	INS_T_1_5+	INS_repeats_2_0	INS_repeats_2_1	INS_repeats_2_2	INS_repeats_2_3	INS_repeats_2_4	INS_repeats_2_5+	INS_repeats_3_0	INS_repeats_3_1	INS_repeats_3_2	INS_repeats_3_3	INS_repeats_3_4	INS_repeats_3_5+	INS_repeats_4_0	INS_repeats_4_1	INS_repeats_4_2	INS_repeats_4_3	INS_repeats_4_4	INS_repeats_4_5+	INS_repeats_5+_0	INS_repeats_5+_1	INS_repeats_5+_2	INS_repeats_5+_3	INS_repeats_5+_4	INS_repeats_5+_5+
ID1	0.000159889000761019	0.000773523003681714	3.31000001575451e-18	0.00190761300907961	0.000705990003360279	0.00337011501604064	0.0011978150057012	8.1900000389817e-05	0.00147959300704237	8.38000003988604e-05	0.000145479000692432	0.000160684000764803	8.16000003883891e-07	2.38000001132801e-10	2.33000001109003e-12	3.88000001846752e-05	0.000665116003165733	0.00131160500624281	3.31000001575451e-18	0.000936453004457207	0.00229585501092751	0.00429142202042575	3.31000001575451e-18	0.000686046003265353	0.00121996900580665	0.000472749002250129	0.000426720002031046	5.4600000259878e-05	3.31000001575451e-18	0.000128045000609452	0.00501108502385111	0.000769383003662009	0.000371256001767056	3.31000001575451e-18	3.31000001575451e-18	9.97000004745391e-05	0.000900503004286097	3.23000001537373e-06	3.31000001575451e-18	3.31000001575451e-18	2.89000001375545e-05	8.35000003974324e-06	0.000190676000907555	0.000126355000601408	1.89000000899578e-05	3.11000001480257e-06	3.13000001489777e-05	3.31000001575451e-18	3.31000001575451e-18	3.31000001575451e-18	0.000845986004026614	0.00178552500849851	0.0242965361156435	0.00228382401087025	4.03000001918147e-05	0.000192865000917974	0.00424326702019655	0.0166491270792444	0.890906468240421	0.000402036001913559	7.8800000375062e-06	0.000221347001053539	0.000514268002447746	0.00291310001386539	0.0181215840862528	3.06000001456459e-07	0.000254695001212264	4.41000002099014e-05	0.000166702000793446	8.89000004231347e-05	0.00124869600594338	3.31000001575451e-18	0.000744381003543008	7.55000003593551e-05	0.000157544000749857	0.000319653001521443	0.00100132000476595	3.31000001575451e-18	0.0014431260068688	0.000254832001212916	0.000237087001128456	0.000261865001246391	0.00011983400057037
ID10	0.0251054140979111	0.0293063201142946	0.0188040560733358	0.0165035600643639	0.00293063201142946	8.420000032838e-18	0.000638138002488738	0.00396085401544733	0.0193041640752862	0.000179039000698252	0.000387083001509624	8.220000032058e-05	0.00133028700518812	0.000124027000483705	5.650000022035e-05	0.000104022000405686	0.0414089311614948	0.0283061051103938	8.420000032838e-18	0.00151032600589027	0.00142030600553919	0.00241052000940103	1.270000004953e-17	0.000839181003272806	0.00947204203694096	0.0065414110255115	0.000185040000721656	8.420000032838e-18	8.420000032838e-18	0.00120025900468101	0.0427092111665659	0.00506109101973825	0.0027305890106493	8.420000032838e-18	8.420000032838e-18	0.00147031700573424	0.000521112002032337	7.50000002925e-05	0.000132028000514909	8.420000032838e-18	0.000209045000815275	0.00139030000542217	0.026205652102202	0.00177038200690449	0.000137030000534417	0.000125027000487605	0.00112024200436894	8.420000032838e-18	0.000345074001345789	0.00027205900106103	0.00258055601006417	0.000411089001603247	0.000851184003319617	0.0170036670663143	0.0438094491708568	0.00365078701423807	0.00375080901462815	9.660000037674e-06	1.110000004329e-08	0.0253054580986913	0.0389083921517427	0.026205652102202	0.000280060001092234	8.420000032838e-18	8.420000032838e-18	0.0181039050706052	0.0552119082153264	0.00943203403678493	0.000461099001798286	0.000187040000729456	0.000185040000721656	0.0160034520624135	0.0746160922910027	0.00409088201595444	0.000239052000932303	0.00228049200889392	0.0138029770538316	0.0492106131919214	0.278059972084434	0.00922198903596576	0.00366078901427708	0.00334072001302881	0.0027405910106883
ID11	0.00157656499873875	0.000550317999559746	0.00035733799971413	9.079999992736e-18	9.079999992736e-18	0.000156464999874828	0.000382063999694349	0.000200442999839646	0.000301743999758605	9.079999992736e-18	9.079999992736e-18	0.000789867999368106	0.000282793999773765	0.000372770999701783	0.000750126999399898	0.000130277999895778	0.000518954999584836	0.000944205999244635	0.000258504999793196	0.000516518999586785	0.000425679999659456	0.00193245099845404	0.00653939499476848	9.079999992736e-18	0.00136309899890952	0.000150728999879417	9.079999992736e-18	9.129999992696e-06	0.00452771299637783	0.000189441999848446	0.00039086299968731	0.000170421999863662	0.000127575999897939	0.00120210799903831	0.00174236299860611	9.079999992736e-18	0.000355503999715597	9.079999992736e-18	0.00031213699975029	0.000687365999450107	0.000157602999873918	0.00128145399897484	0.000474633999620293	9.079999992736e-18	9.079999992736e-18	9.079999992736e-18	8.179999993456e-08	0.00018623799985101	0.163482883869214	0.0937388429250089	0.0361756399710595	0.0111897889910482	0.00341224199727021	0.000406944999674444	0.314277275748578	0.161807822870554	0.10772532691382	0.0490306799607755	0.0236290429810968	0.000190466999847626	9.079999992736e-18	0.000247884999801692	0.000372355999702115	0.000442383999646093	0.000288800999768959	9.079999992736e-18	0.000207082999834334	0.000221525999822779	2.179999998256e-05	9.079999992736e-18	9.009999992792e-05	0.000159620999872303	0.000377635999697891	9.079999992736e-18	9.079999992736e-18	9.079999992736e-18	9.079999992736e-18	0.000666059999467152	0.00115190999907847	0.000366006999707194	8.339999993328e-07	2.2499999982e-06	1.839999998528e-06
ID12	0.052787740788849	0.0146746649413013	0.000561931997752272	0.000995576996017692	0.0022400499910398	0.0294108078823568	0.00265350298938599	0.0103283519586866	0.00606115797575537	0.00377171798491313	0.00457315298170739	0.000525262997898948	0.000563377997746488	1.41999999432e-17	0.000323567998705728	0.000277662998889348	0.00665797297336811	0.0451351178194595	1.41999999432e-17	0.0109692039561232	0.0221093659115625	0.0440779638236881	0.000348511998605952	0.00626810497492758	0.0002784249988863	0.00139816699440733	0.00067330999730676	0.011980738952077	0.251519843993921	0.00759985896960056	0.000569428997722284	0.00268033898927864	0.0059200509763198	0.0686221427255114	0.0974809436100762	0.00173451599306194	0.00230259499078962	0.000611678997553284	0.0392590578429638	0.0532878727868485	0.0186444489254222	0.00338288498646846	0.00279703498881186	0.00510384197958463	0.00220095199119619	0.00125618599497526	0.00618125997527496	1.41999999432e-17	0.000167696999329212	0.00159658599361366	0.000450318998198724	0.00439392998242428	0.017051489931794	0.0042653009829388	0.00249651799001393	1.41999999432e-17	0.000105673999577304	0.00033647999865408	0.0001665499993338	0.00744033097023868	0.0010623009957508	0.000550237997799048	0.0001655249993379	0.00101820599592718	0.0380051968479792	0.0151501399393994	0.000869572996521708	0.000183890999264436	8.6999999652e-05	0.000340787998636848	0.00284031198863875	0.00570117797719529	0.00190888599236446	0.00021848999912604	0.000176568999293724	0.000636052997455788	0.0116705369533179	0.0137906449448374	0.00383426498466294	0.00213001599147994	0.00266048898935804	0.00159240699363037	0.00613606997545572
ID13	0.0655483705411614	0.0175364628772448	0.00512021896415847	0.00535051596254639	0.00434600496957797	0.000843055994098608	0.00887240793789315	0.00114008299201942	0.000450305996847858	0.00127079799110441	0.000159722998881939	0.000270577998105954	0.0117407769178146	0.00705542095061205	0.00216598398483811	0.000281735998027848	0.0131319069080767	0.0536987616241087	0.498224164512431	0.0237778048335554	0.0627809515605333	0.0230043818389693	0.00607957495744298	0.0221843988447092	0.00433321496966749	0.00310892397823753	0.000105565999261038	6.12999995709e-06	6.62999995359e-05	0.00303966697872233	0.00118696299169126	0.000384378997309347	6.8999999517e-05	3.08999997837e-06	9.95999993028e-05	0.00215534898491256	2.2999999839e-05	7.91999994456e-05	3.91999997256e-05	9.46999993371e-06	6.2999999559e-05	0.0200975358593172	0.00298053397913626	6.98999995107e-05	6.3999999552e-06	1.45999998978e-06	2.34999998355e-06	0.002850427980047	0.00165225598843421	0.00082124999425125	0.000375554997371115	0.000148577998959954	0.000706980995051133	0.0411370127120409	0.00474885296675803	0.0030541709786208	0.009271856935097	0.0120986409153095	0.0110997939223014	0.0106184109256711	0.00180136798739042	0.000688523995180332	0.000743543994795192	0.000213353998506522	0.000846574994073975	8.20999994253e-05	0.0036883279741817	0.000202510998582423	2.36999998341e-05	3.48999997557e-06	3.53999997522e-05	0.00111879699216842	0.00269163498115856	6.92999995149e-05	6.38999995527e-07	1.20999999153e-05	3.13999997802e-07	0.00259023098186838	0.0135019519054863	4.58999996787e-05	4.60999996773e-05	2.42999998299e-06	4.32999996969e-05
ID14	0.0120160090841121	0.00194623201362362	0.000683696004785872	0.000487468003412276	0.00207192101450345	0.00237027601659193	0.00264092501848648	0.00157517301102621	0.00323693502265854	8.2000000574e-06	0.000950493006653451	0.00223043401561304	0.00655170604586194	0.00449863403149044	0.00140448700983141	0.000100143000701001	0.000931512006520584	0.0183098031281686	0.000852559005967913	0.010856423075995	0.0171839501202877	0.0133479030934353	0.038616999270319	0.000661996004633972	0.00660003604620025	0.00270193001891351	0.000392799002749593	1.41000000987e-06	4.37000003059e-05	0.00114665900802661	0.00484016503388116	0.00105348100737437	0.000249605001747235	9.19000006433e-18	9.19000006433e-18	0.000193687001355809	0.000617337004321359	0.000524295003670065	5.03000003521e-05	7.73000005411e-06	9.19000006433e-18	0.0060868140426077	0.000314462002201234	2.13000001491e-05	2.85000001995e-05	1.5000000105e-05	9.08000006356e-05	0.454386958180709	0.012777431089442	0.00065885000461195	0.00156440301095082	0.00153950201077651	0.00229299901605099	0.032612007228284	0.00316588302216118	0.00177460601242224	0.00117383600821685	0.00478499903349499	0.232747554629233	0.0239422561675958	0.000123773000866411	0.00111419900779939	0.000871483006100381	0.00297397802081785	0.000544275003809925	0.00662349704636448	0.0025232000176624	0.000204501001431507	0.000327493002292451	0.00060186000421302	0.00220599701544198	0.00594693004162851	0.00132692600928848	8.45000005915e-05	0.000713852004996964	0.00166501001165507	0.000274449001921143	0.00271214101898499	0.0264555251851887	0.000488313003418191	0.000103831000726817	0.000157593001103151	2.15000001505e-05
ID15	0.026527369337078	0.12100978700592	0.147828864433683	0.136006057901119	0.0841976961066638	0.0184582927326813	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	0.000660877105516124	0.000432409450773911	0.00026612607242146	0.000247928132326935	0.000139828818249736	0.0239516368486624	0.0799601100183372	0.120410466467629	0.113431215342833	0.079178831808195	0.046903214753917	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	9.35232649418987e-05	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	1.39447221625922e-06	6.58004610552164e-18	1.7594366617604e-06	0.000284018024499145	6.58004610552164e-18	6.58004610552164e-18	1.2457865811275e-06	6.58004610552164e-18	1.73649230813665e-06	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	1.36092421699612e-06	1.44599935194735e-06	6.58004610552164e-18	6.58004610552164e-18	6.58004610552164e-18	1.18199012643727e-06	1.621273088488e-06	6.58004610552164e-18	6.58004610552164e-18
ID16	0.000952768885842137	2.63915642267698e-18	8.1541662061712e-05	0.00162491353986988	0.00337864255670055	2.65063753759673e-18	0.00137420087593352	0.000764470282770831	0.000980363974341033	0.000504717900987043	0.000409799520784757	0.000402367649801	0.00536204916184987	0.00502171467340586	0.00333883980844505	0.00132989736605632	0.00160162870855497	0.000628649514543184	0.000157040098524865	2.65806380183744e-18	2.6607938700793e-18	0.00100165069513296	2.79097673434101e-18	0.00192294222546196	0.00201464612586734	0.001116794298881	0.000472257144989337	3.88261199448798e-05	2.64064568478846e-18	0.00106014137936679	0.00232592325104706	0.00115037509281033	0.000120553148361788	1.60702399271993e-05	9.5808476364924e-06	0.000698912463470956	0.00042629598802982	7.83497537232868e-05	2.63651088832343e-18	2.6309868244796e-06	2.63797428510975e-18	0.00556879013589966	0.000110240786487051	1.54338573933316e-05	6.72531113763592e-06	2.67193468891148e-07	2.62957009910824e-18	0.0602713372040219	0.136484095403874	0.124683558062386	0.0988831205554055	0.0620943792528956	0.0310346026384888	0.0301942868072769	0.103160227092233	0.108738482879835	0.100939445323406	0.0519623764470054	0.0350076858492558	0.0021917928286492	0.00108784776586042	0.000729931569198568	9.48112433024279e-05	0.000131664280470189	1.18323308639907e-06	0.000570589182021802	0.001092184115997	0.000281270540937246	3.18038761003157e-05	7.5573360370254e-05	2.28987512369934e-05	0.000327559887237071	0.00150697819353949	4.49962737763675e-05	3.01646709616391e-07	9.39515537716102e-06	2.65634407131845e-18	0.00117258662949932	0.0011011924574188	8.28266792667268e-07	2.65757325630755e-18	2.65563975048453e-18	2.65069544116599e-18
ID17	0.00611759853519847	0.00366755530652	0.00122032669693285	2.25926833737838e-08	1.94094358196916e-08	0.00122093334450846	0.00366896648521895	0.0048873035805209	0.00368107551554234	0.0109797305945076	0.00489044160567025	0.00365961696983014	0.0207713280418549	0.012290058300929	0.00859625789862607	0.00489791342344186	0.00607563604544812	0.0060883465666712	0.00490319649725692	0.00122548208393169	0.00122381019049612	1.34150268406511e-09	4.62677534678498e-08	0.0146820538320339	0.00853595089340418	1.46002268078368e-08	3.49583154490229e-08	4.34453853127852e-08	3.88695242109537e-08	0.00855857290020103	0.00244544588016729	3.41157810969492e-08	1.98537113438362e-08	2.13065194170608e-08	4.51480725749292e-08	0.00610958539657406	1.55350861485771e-08	3.82649435383251e-08	1.46064127217749e-08	3.1937229480471e-09	4.43808926111075e-09	0.0233963755718201	1.91584159796717e-08	4.85820225219303e-08	3.43435927859616e-08	9.20661205435291e-09	3.33535657530527e-08	0.00487811801329939	0.0147671987268637	0.0292604047473039	0.0492545218208812	0.024538407850484	0.00979050282269531	0.00489279435946823	0.0388936407223243	0.0439246079078755	0.00487209062147903	0.00490348556483425	0.00487382956865314	0.0343794135783801	0.0585086492632652	0.0636941929664411	0.00976271301510184	3.84371444624452e-09	4.64406625218008e-08	0.0195831374457896	0.112273274400416	0.0388744786920139	1.39169498026687e-08	2.83510026533301e-08	2.78074941910782e-08	0.0146924521955361	0.210245111019824	0.00974909693497787	1.86094344198747e-08	9.67765006760512e-09	1.16548732028598e-08	0.0146738819971304	0.00491953232698964	4.6445807436868e-08	4.75565784473372e-08	3.95567326568308e-08	4.48283910156371e-08
ID18	0.00601204810230084	0.00200401603410028	0.00200401603410028	0.00400803206820056	0	0.00200401603410028	0.0180361443069025	0	0	0.00601204810230084	0	0	0.0300602405115042	0.0220441763751031	0.00601204810230084	0.00400803206820056	0	0.0861726904663161	0.172345379932628	0.118236947011921	0.238477910057941	0.0901807225345166	0.0701405621935138	0	0.036072288613805	0.00200401603410028	0	0.00200401603410028	0	0.00400803206820056	0.00601204810230084	0	0	0	0	0.00400803206820056	0.00200401603410028	0	0	0	0	0.0240481924092034	0	0	0	0	0	0	0.00200401603410028	0	0	0	0	0	0.00200401603410028	0	0.00200000801803214	0.00801606413640112	0.00400803206820056	0	0	0	0.00200401603410028	0	0.00200401603410028	0.00400803206820056	0	0	0	0	0	0	0.00200401603410028	0	0	0	0	0.0120240962046017	0.00200401603410028	0	0	0	0
